"Subject" "ActivityName" "tBodyAccMag.mean" "tBodyAccMag.std" "tGravityAccMag.mean" "tGravityAccMag.std" "tBodyAccJerkMag.mean" "tBodyAccJerkMag.std" "tBodyGyroMag.mean" "tBodyGyroMag.std" "tBodyGyroJerkMag.mean" "tBodyGyroJerkMag.std" "fBodyAccMag.mean" "fBodyAccMag.std" "fBodyAccMag.meanFreq" "fBodyBodyAccJerkMag.mean" "fBodyBodyAccJerkMag.std" "fBodyBodyAccJerkMag.meanFreq" "fBodyBodyGyroMag.mean" "fBodyBodyGyroMag.std" "fBodyBodyGyroMag.meanFreq" "fBodyBodyGyroJerkMag.mean" "fBodyBodyGyroJerkMag.std" "fBodyBodyGyroJerkMag.meanFreq"
11 "SITTING" -0.542825032813608 -0.612882270912658 -0.542825032813608 -0.612882270912658 -0.679819504547468 -0.664241760370253 -0.628367851066456 -0.696771378957911 -0.826829028481013 -0.866905012626582 -0.611528074359177 -0.674470159009494 0.12725035020425 -0.656133473274684 -0.676925075857595 0.158363551858133 -0.757585939588608 -0.711267219682278 -0.10978179348269 -0.864827011392405 -0.879254016740506 0.11789211326962
12 "WALKING" -0.559586545675313 -0.5743864944925 -0.559586545675313 -0.5743864944925 -0.6300504918575 -0.566365683597188 -0.63166805889875 -0.68485805678325 -0.77729447821875 -0.7863865328125 -0.55928367746625 -0.65053328158 0.0755926577467031 -0.564239194378438 -0.571614888155312 0.126323612300937 -0.717311676745625 -0.719438065809375 -0.0455357170932187 -0.78990285099375 -0.7973614576875 0.0705873609285625
13 "WALKING" -0.604692369727861 -0.649879523726368 -0.604692369727861 -0.649879523726368 -0.685342743343284 -0.673907540048756 -0.622856960360199 -0.666735106552239 -0.726531313462687 -0.696233146947761 -0.647360093049254 -0.706758161343284 0.0516989329004975 -0.668685326051741 -0.682496575521194 0.199763615146766 -0.667463924885572 -0.728456241741294 0.071257458941791 -0.692302573566667 -0.723677100534826 0.177820450069204
13 "WALKING_UPSTAIRS" -0.436467135438889 -0.513244022742063 -0.436467135438889 -0.513244022742063 -0.529950774433333 -0.508697278718016 -0.514787204833333 -0.587917292174603 -0.690752641031746 -0.737297702619048 -0.498310419119048 -0.599280780396825 0.137987058531746 -0.509363582493651 -0.512713238301984 0.155897953080952 -0.627916082047619 -0.633623437833333 0.0487612127368254 -0.743563179047619 -0.748348646428571 0.124869841865079
14 "SITTING" -0.453262620331889 -0.474058613408978 -0.453262620331889 -0.474058613408978 -0.608973420309907 -0.605144269857245 -0.416459776709257 -0.471486714606811 -0.700520939854799 -0.727023009383901 -0.490874179820433 -0.548269930770588 -0.0600681274123529 -0.596896308848452 -0.619215144539319 0.137239545472136 -0.543030528985449 -0.516930495917399 -0.138544755393189 -0.717590101802972 -0.760560087962848 0.0907579516695975
15 "SITTING" -0.527285352000488 -0.557147874176037 -0.527285352000488 -0.557147874176037 -0.654799694757531 -0.625660376546646 -0.617721779796037 -0.675336960047866 -0.805282669512195 -0.837120078079268 -0.562948391223628 -0.623655618198171 0.0614279187379573 -0.614817605125915 -0.643101167069512 0.1584042182 -0.732394493841463 -0.695346839682927 -0.149680864646374 -0.83680189402439 -0.849634463841463 0.0955564233589329
16 "SITTING" -0.616131116889044 -0.661719690491803 -0.616131116889044 -0.661719690491803 -0.725246870486339 -0.719647028238525 -0.718168775628415 -0.78482286579235 -0.860446372459016 -0.87480016568306 -0.666962508246721 -0.712680990765301 0.0558668214710383 -0.713167613706148 -0.729869398769672 0.221683632275519 -0.81712881920765 -0.802078223409836 -0.0501221341519126 -0.87277228273224 -0.886533212213115 0.153211239562049
17 "SITTING" -0.686476820794717 -0.734866170311698 -0.686476820794717 -0.734866170311698 -0.775760563254717 -0.773678225276604 -0.764675748217547 -0.828039129471698 -0.849786178792453 -0.853886196264151 -0.740667048686415 -0.773237749395849 0.0627219883592453 -0.774571437356604 -0.774295791032453 0.281171213758491 -0.831350432716981 -0.857834029660377 0.0374161974955094 -0.858227314377358 -0.859786587471698 0.281467707390189
17 "STANDING" -0.264493090446019 -0.38190167633301 -0.264493090446019 -0.38190167633301 -0.49245284776699 -0.488811102621359 -0.448515068843689 -0.54973870607767 -0.70920322631068 -0.751595678058252 -0.403114961887379 -0.467044577843689 -0.0344212493420388 -0.499479367087379 -0.48239671884466 0.0497346350314563 -0.610365070582524 -0.587723691067961 -0.0788175889902913 -0.754248213883495 -0.766587678058252 0.107560299408738
18 "WALKING_UPSTAIRS" -0.658370952115385 -0.689671890376374 -0.658370952115385 -0.689671890376374 -0.753904676895604 -0.745212812708791 -0.714735668626374 -0.775779058758242 -0.859899942335165 -0.88856533728022 -0.697732862178571 -0.733904051236264 0.0911071722096154 -0.742323821887363 -0.750189976318681 0.224596545546272 -0.816286626730769 -0.789777674554945 -0.0573696679480769 -0.88466302260989 -0.902206780607143 0.193231486725357
19 "STANDING" -0.531507362111361 -0.599552767486306 -0.531507362111361 -0.599552767486306 -0.5762252472125 -0.601918552871944 -0.548919668132222 -0.610093380740278 -0.683436541824444 -0.7255986988425 -0.556404444967972 -0.689860920113889 0.115775170635767 -0.576064647812278 -0.641089005857778 0.232074775101389 -0.636287999799167 -0.662325968145833 -0.0199336248458333 -0.719519008752778 -0.754223739441667 0.128629739389444
20 "WALKING_UPSTAIRS" -0.517257429345412 -0.572325820319209 -0.517257429345412 -0.572325820319209 -0.619698756735028 -0.588644307467599 -0.516861235888701 -0.580023613494576 -0.684048497355932 -0.683503744537853 -0.560278889421186 -0.648306198707062 0.0604926209205932 -0.584571446817062 -0.597351046813729 0.0872234701100565 -0.606970915061638 -0.635816314618644 -0.0676712910494915 -0.692638075749774 -0.694680032329943 0.0504291443716384
21 "STANDING" -0.620309259553676 -0.6601960145 -0.620309259553676 -0.6601960145 -0.703461275879657 -0.680069218953922 -0.693779224517157 -0.761303119652451 -0.807817403137255 -0.82408989995098 -0.658664719514706 -0.714345739215931 0.0846512609471814 -0.679742584809363 -0.683725127418382 0.244321861877647 -0.776473060171569 -0.793158526279412 -0.00571922625735294 -0.826275026053922 -0.834949863259804 0.205643655933971
22 "STANDING" -0.504099198287601 -0.595953853592586 -0.504099198287601 -0.595953853592586 -0.609772829890966 -0.589823140414673 -0.637666108456075 -0.67637856158162 -0.794681311214953 -0.82649344800623 -0.574333164853583 -0.673896212809346 0.103277150317358 -0.585442501515888 -0.599286879114019 0.161936362996885 -0.728166770031153 -0.699600086233645 -0.131615440167913 -0.830191956697819 -0.835597218255452 0.119560563802492
23 "STANDING" -0.532754757205108 -0.56557562579215 -0.532754757205108 -0.56557562579215 -0.58640067170914 -0.55872531418629 -0.544207964433387 -0.541949073660753 -0.623412641977151 -0.573942888021613 -0.529029284118011 -0.657048917971505 0.11533518491586 -0.542663319457527 -0.583832309145968 0.202553279152177 -0.534657191683602 -0.632288527203763 0.154723197790323 -0.584111049810215 -0.593735302105376 0.169185024505108
24 "WALKING_UPSTAIRS" -0.620032665162467 -0.650862147810236 -0.620032665162467 -0.650862147810236 -0.713667423769029 -0.689391189346457 -0.682447212750656 -0.742983126606299 -0.791646550787402 -0.788997850813648 -0.650121872273806 -0.705928425819685 0.0236300571840945 -0.696845583388451 -0.682447145993307 0.198422013108136 -0.754131617480315 -0.782076276167979 0.0194486014291864 -0.795019165380577 -0.796157264514436 0.161739608926982
25 "LAYING" -0.242882056238806 -0.355656243895522 -0.242882056238806 -0.355656243895522 -0.544945887313433 -0.543349355671642 -0.234817039132836 -0.349989404771642 -0.682856995671642 -0.722952022835821 -0.381844136656716 -0.441953191044776 -0.146913785820896 -0.529074730447761 -0.566815624477612 0.0503573530673134 -0.482637288955224 -0.379517451373134 -0.229709713507463 -0.725791752835821 -0.739360746865672 -0.0470207701531343
25 "STANDING" -0.650083046388889 -0.718445536415205 -0.650083046388889 -0.718445536415205 -0.830168934298246 -0.826901775204678 -0.702316028245614 -0.750813458773684 -0.882302748976608 -0.902127701491228 -0.756372819397661 -0.745013505982456 -0.0222149185930117 -0.828189280994152 -0.826006345409357 0.19131331704117 -0.807444065877193 -0.759451745578947 -0.219078843122865 -0.905391691608187 -0.904819432807017 0.0655966106445029
26 "LAYING" -0.600932264175765 -0.620355788665816 -0.600932264175765 -0.620355788665816 -0.694917859209184 -0.677426336392347 -0.694597662936224 -0.751833690215051 -0.798325916709184 -0.818279112908163 -0.6317569828625 -0.673917799546684 0.0883286687093878 -0.679278323637755 -0.678025758312755 0.180460663889796 -0.770504884821429 -0.782624320831633 -0.0121587278753342 -0.823865297193878 -0.823991408418367 0.147533706980564
27 "LAYING" -0.627947737417819 -0.677874152031915 -0.627947737417819 -0.677874152031915 -0.70180744799867 -0.696003354282979 -0.694016019806117 -0.754713306440957 -0.823067662473404 -0.837212879564096 -0.667185803946808 -0.734883056953989 0.191781299814787 -0.688572791044947 -0.707531366315426 0.246742199214894 -0.785953610106383 -0.777810418832447 0.0114867378614096 -0.837585999827128 -0.848260021656915 0.203684998121436
28 "LAYING" -0.610030902501309 -0.635821226515969 -0.610030902501309 -0.635821226515969 -0.689429387759162 -0.687703433627487 -0.648538641430367 -0.710956808836911 -0.78929494326178 -0.805738383010471 -0.628763247405236 -0.696993999667801 0.0179948502780366 -0.675428720467801 -0.706415829342932 0.173610396659424 -0.73790809206911 -0.743784612693717 -0.122999827523272 -0.806882151753927 -0.818448508376963 -0.00200923842099476
29 "LAYING" -0.553585593347965 -0.579067216088081 -0.553585593347965 -0.579067216088081 -0.664538060484884 -0.620472049862791 -0.602228993700349 -0.653732301592151 -0.802293906366279 -0.840156364186047 -0.589294014734302 -0.639314176054942 0.162765300930698 -0.609879937469099 -0.636434470547384 0.227450813250137 -0.722018434984302 -0.671454324368401 -0.0446469221483721 -0.840464164156977 -0.851462426569767 0.212434137252471
30 "LAYING" -0.538131194183003 -0.588158111633681 -0.538131194183003 -0.588158111633681 -0.697050126998956 -0.658972148093473 -0.510032754098198 -0.573779428671018 -0.785870931331593 -0.810398514673629 -0.600372067046214 -0.646522810920757 -0.0301197123824804 -0.656339723754047 -0.664600262443812 0.0817046208143603 -0.669600510563003 -0.589192650089817 -0.205094596687206 -0.811292332428198 -0.822805618746736 0.0433050556386684
